marital,age,happy,income,health
married,36.0,very happy,"$15,000 to $19,999",good
widowed,47.0,pretty happy,"$10,000 to $14,999",good
never married,23.0,very happy,"$8,000 to $9,999",excellent
divorced,29.0,pretty happy,"$25,000 or more",good
widowed,81.0,pretty happy,"$6,000 to $6,999",fair
married,34.0,very happy,"$15,000 to $19,999",poor
married,58.0,very happy,"$15,000 to $19,999",good
never married,72.0,pretty happy,"$8,000 to $9,999",good
married,27.0,not too happy,,fair
married,21.0,pretty happy,"$15,000 to $19,999",good
never married,19.0,pretty happy,,good
married,58.0,pretty happy,"$25,000 or more",excellent
divorced,61.0,pretty happy,,fair
married,67.0,very happy,"$25,000 or more",good
married,66.0,not too happy,"$10,000 to $14,999",good
married,85.0,not too happy,,fair
married,62.0,not too happy,"$15,000 to $19,999",excellent
married,41.0,pretty happy,"$25,000 or more",good
married,45.0,very happy,"$25,000 or more",good
married,74.0,very happy,"$15,000 to $19,999",fair
married,50.0,pretty happy,"$25,000 or more",poor
married,42.0,pretty happy,"$10,000 to $14,999",fair
married,30.0,pretty happy,"$15,000 to $19,999",good
married,40.0,not too happy,,good
married,59.0,very happy,"$25,000 or more",poor
separated,25.0,very happy,"$10,000 to $14,999",excellent
widowed,76.0,very happy,"$20,000 to $24,999",good
married,32.0,very happy,"$20,000 to $24,999",excellent
married,29.0,pretty happy,"$25,000 or more",good
married,53.0,pretty happy,,good
married,24.0,pretty happy,"$15,000 to $19,999",excellent
married,57.0,very happy,"$25,000 or more",good
never married,60.0,pretty happy,"$25,000 or more",excellent
married,52.0,pretty happy,"$10,000 to $14,999",good
never married,61.0,pretty happy,"$8,000 to $9,999",fair
never married,72.0,pretty happy,"$7,000 to $7,999",good
married,67.0,very happy,"$10,000 to $14,999",good
widowed,89.0,very happy,,fair
never married,23.0,pretty happy,"$1,000 to $2,999",excellent
married,45.0,pretty happy,"$15,000 to $19,999",fair
widowed,60.0,pretty happy,"$10,000 to $14,999",good
married,55.0,very happy,"$25,000 or more",excellent
widowed,80.0,pretty happy,"$20,000 to $24,999",good
married,27.0,very happy,"$15,000 to $19,999",excellent
divorced,36.0,pretty happy,"$20,000 to $24,999",fair
married,45.0,pretty happy,"$10,000 to $14,999",fair
widowed,79.0,pretty happy,"$10,000 to $14,999",fair
married,68.0,very happy,,poor
widowed,81.0,pretty happy,"$7,000 to $7,999",good
married,41.0,pretty happy,"$25,000 or more",good
widowed,83.0,pretty happy,,fair
married,62.0,very happy,"$20,000 to $24,999",fair
married,80.0,very happy,,good
married,42.0,very happy,"$15,000 to $19,999",excellent
married,65.0,very happy,,good
married,55.0,pretty happy,"$10,000 to $14,999",fair
married,33.0,very happy,"$10,000 to $14,999",good
married,45.0,pretty happy,"$20,000 to $24,999",good
married,49.0,very happy,"$10,000 to $14,999",good
married,35.0,very happy,,excellent
never married,35.0,very happy,"$15,000 to $19,999",excellent
married,42.0,very happy,"$20,000 to $24,999",good
widowed,87.0,pretty happy,,fair
married,67.0,very happy,"$20,000 to $24,999",excellent
married,26.0,very happy,"$25,000 or more",fair
married,58.0,pretty happy,"$25,000 or more",excellent
married,52.0,pretty happy,"$15,000 to $19,999",excellent
never married,19.0,very happy,"$20,000 to $24,999",excellent
never married,25.0,very happy,"$25,000 or more",fair
married,28.0,pretty happy,"$15,000 to $19,999",excellent
married,51.0,not too happy,"$25,000 or more",excellent
never married,27.0,pretty happy,"$25,000 or more",good
widowed,71.0,very happy,"$3,000 to $3,999",excellent
divorced,23.0,pretty happy,"$5,000 to $5,999",good
married,51.0,very happy,"$25,000 or more",excellent
married,31.0,pretty happy,"$15,000 to $19,999",good
never married,25.0,pretty happy,"$25,000 or more",excellent
divorced,33.0,pretty happy,"under $1,000",fair
never married,20.0,not too happy,,good
married,21.0,pretty happy,"$20,000 to $24,999",fair
married,37.0,pretty happy,"$25,000 or more",good
married,37.0,pretty happy,,good
married,31.0,pretty happy,"$5,000 to $5,999",good
widowed,73.0,very happy,"$10,000 to $14,999",excellent
married,35.0,pretty happy,,good
married,23.0,pretty happy,"$15,000 to $19,999",good
married,58.0,pretty happy,"$20,000 to $24,999",fair
married,40.0,very happy,"$25,000 or more",good
never married,23.0,very happy,,excellent
married,31.0,pretty happy,"$20,000 to $24,999",good
married,62.0,very happy,"$25,000 or more",good
widowed,74.0,pretty happy,"$7,000 to $7,999",good
married,70.0,pretty happy,,good
married,59.0,very happy,"$25,000 or more",excellent
married,53.0,pretty happy,"$25,000 or more",good
never married,21.0,not too happy,"$10,000 to $14,999",good
divorced,59.0,very happy,"$10,000 to $14,999",good
divorced,64.0,,"$10,000 to $14,999",fair
married,37.0,pretty happy,"$25,000 or more",good
divorced,40.0,not too happy,"$20,000 to $24,999",excellent
divorced,34.0,not too happy,"$6,000 to $6,999",excellent
married,32.0,pretty happy,"$20,000 to $24,999",good
never married,54.0,not too happy,"under $1,000",poor
married,23.0,pretty happy,"$10,000 to $14,999",fair
married,68.0,very happy,"$15,000 to $19,999",good
married,33.0,pretty happy,"$15,000 to $19,999",good
never married,24.0,not too happy,"$10,000 to $14,999",good
married,48.0,pretty happy,"$25,000 or more",good
married,23.0,pretty happy,"$15,000 to $19,999",good
married,41.0,pretty happy,"$20,000 to $24,999",fair
married,36.0,pretty happy,"$10,000 to $14,999",good
married,29.0,pretty happy,"$15,000 to $19,999",good
married,52.0,not too happy,"$8,000 to $9,999",poor
married,47.0,very happy,"$25,000 or more",good
married,57.0,very happy,,good
widowed,71.0,pretty happy,"$3,000 to $3,999",poor
married,24.0,very happy,"$20,000 to $24,999",excellent
widowed,77.0,very happy,"$4,000 to $4,999",good
married,24.0,not too happy,"$15,000 to $19,999",good
married,38.0,pretty happy,"$25,000 or more",good
married,82.0,pretty happy,"$5,000 to $5,999",poor
married,78.0,pretty happy,"$4,000 to $4,999",fair
married,56.0,pretty happy,"$25,000 or more",good
widowed,84.0,very happy,"$3,000 to $3,999",poor
widowed,55.0,very happy,"$10,000 to $14,999",excellent
married,51.0,pretty happy,"$25,000 or more",good
widowed,28.0,pretty happy,"$7,000 to $7,999",fair
never married,29.0,pretty happy,"$5,000 to $5,999",fair
married,32.0,very happy,"$25,000 or more",excellent
married,49.0,very happy,"$15,000 to $19,999",excellent
widowed,81.0,pretty happy,"$1,000 to $2,999",poor
married,24.0,not too happy,"$10,000 to $14,999",good
married,23.0,very happy,"$6,000 to $6,999",good
divorced,27.0,very happy,"$7,000 to $7,999",good
married,28.0,pretty happy,"$6,000 to $6,999",fair
married,20.0,very happy,"$7,000 to $7,999",excellent
never married,19.0,pretty happy,"$20,000 to $24,999",good
married,69.0,very happy,"$10,000 to $14,999",fair
married,31.0,very happy,"$20,000 to $24,999",excellent
widowed,51.0,very happy,"$20,000 to $24,999",good
never married,23.0,pretty happy,"$1,000 to $2,999",excellent
widowed,35.0,pretty happy,"$15,000 to $19,999",good
married,49.0,not too happy,"$5,000 to $5,999",poor
widowed,51.0,not too happy,"$3,000 to $3,999",fair
married,30.0,very happy,"$25,000 or more",good
never married,20.0,pretty happy,,fair
married,68.0,very happy,"$7,000 to $7,999",fair
married,50.0,not too happy,"$25,000 or more",excellent
married,42.0,pretty happy,"$10,000 to $14,999",good
married,36.0,pretty happy,"$25,000 or more",good
married,21.0,pretty happy,"$10,000 to $14,999",good
married,35.0,very happy,"$25,000 or more",good
married,47.0,pretty happy,"$20,000 to $24,999",good
married,26.0,not too happy,"$20,000 to $24,999",good
married,35.0,pretty happy,"$6,000 to $6,999",excellent
married,22.0,pretty happy,"$20,000 to $24,999",good
never married,32.0,not too happy,"$5,000 to $5,999",fair
married,43.0,very happy,"$6,000 to $6,999",excellent
married,32.0,pretty happy,"$8,000 to $9,999",excellent
married,22.0,very happy,"$8,000 to $9,999",excellent
divorced,48.0,pretty happy,"$15,000 to $19,999",poor
married,36.0,not too happy,"$20,000 to $24,999",good
married,28.0,pretty happy,"$15,000 to $19,999",good
married,39.0,pretty happy,"$15,000 to $19,999",excellent
married,23.0,very happy,"$10,000 to $14,999",good
married,24.0,pretty happy,"$8,000 to $9,999",excellent
married,27.0,very happy,"$10,000 to $14,999",excellent
married,25.0,very happy,"$10,000 to $14,999",fair
married,31.0,pretty happy,"$20,000 to $24,999",excellent
married,31.0,pretty happy,"$15,000 to $19,999",excellent
married,44.0,pretty happy,"$25,000 or more",good
married,41.0,not too happy,"$15,000 to $19,999",excellent
married,42.0,very happy,"$25,000 or more",excellent
married,27.0,very happy,,excellent
married,69.0,very happy,"$10,000 to $14,999",excellent
married,43.0,pretty happy,"$25,000 or more",poor
married,43.0,very happy,"$25,000 or more",good
widowed,81.0,very happy,,good
married,32.0,very happy,"$10,000 to $14,999",excellent
married,38.0,pretty happy,"$20,000 to $24,999",fair
separated,63.0,pretty happy,,good
married,49.0,pretty happy,"$20,000 to $24,999",fair
married,31.0,very happy,"$20,000 to $24,999",excellent
divorced,38.0,pretty happy,"$8,000 to $9,999",excellent
married,41.0,pretty happy,,excellent
married,61.0,very happy,"$15,000 to $19,999",excellent
married,74.0,very happy,,good
married,60.0,very happy,,good
married,67.0,very happy,"$20,000 to $24,999",fair
married,60.0,very happy,,excellent
married,34.0,very happy,"$25,000 or more",good
widowed,63.0,very happy,"$10,000 to $14,999",good
married,21.0,pretty happy,"$1,000 to $2,999",good
married,55.0,very happy,"$25,000 or more",good
married,29.0,very happy,"$15,000 to $19,999",good
married,58.0,very happy,"$8,000 to $9,999",excellent
never married,22.0,pretty happy,"$3,000 to $3,999",good
widowed,70.0,very happy,"$3,000 to $3,999",poor
widowed,81.0,very happy,"$5,000 to $5,999",excellent
married,71.0,very happy,"$15,000 to $19,999",fair
married,58.0,pretty happy,"$20,000 to $24,999",fair
married,45.0,very happy,"$20,000 to $24,999",excellent
married,70.0,very happy,"$25,000 or more",good
married,36.0,very happy,"$10,000 to $14,999",good
never married,24.0,pretty happy,"$15,000 to $19,999",good
married,49.0,not too happy,"$25,000 or more",good
divorced,61.0,pretty happy,"$7,000 to $7,999",fair
married,28.0,very happy,"$25,000 or more",excellent
married,33.0,pretty happy,,good
married,63.0,very happy,"$20,000 to $24,999",excellent
widowed,56.0,pretty happy,"$10,000 to $14,999",fair
separated,57.0,not too happy,"$3,000 to $3,999",poor
never married,34.0,pretty happy,"$20,000 to $24,999",good
widowed,69.0,pretty happy,"$3,000 to $3,999",fair
married,40.0,pretty happy,"$20,000 to $24,999",excellent
married,29.0,very happy,"$10,000 to $14,999",good
married,36.0,pretty happy,"$20,000 to $24,999",good
separated,76.0,not too happy,"$4,000 to $4,999",poor
widowed,72.0,pretty happy,"$5,000 to $5,999",fair
divorced,47.0,pretty happy,"under $1,000",poor
married,33.0,very happy,"$15,000 to $19,999",excellent
married,30.0,pretty happy,"$25,000 or more",good
married,36.0,pretty happy,"$25,000 or more",good
married,33.0,pretty happy,"$15,000 to $19,999",fair
married,65.0,pretty happy,"$10,000 to $14,999",fair
married,61.0,pretty happy,"$10,000 to $14,999",good
married,32.0,very happy,"$25,000 or more",good
married,29.0,pretty happy,"$25,000 or more",fair
married,67.0,very happy,"$20,000 to $24,999",excellent
widowed,65.0,pretty happy,"$6,000 to $6,999",excellent
divorced,41.0,not too happy,"$8,000 to $9,999",good
widowed,77.0,very happy,"$4,000 to $4,999",fair
married,27.0,pretty happy,"$10,000 to $14,999",poor
married,38.0,not too happy,"$20,000 to $24,999",good
married,23.0,pretty happy,"$8,000 to $9,999",good
widowed,60.0,pretty happy,"$3,000 to $3,999",excellent
married,25.0,very happy,"$15,000 to $19,999",good
divorced,64.0,not too happy,"under $1,000",poor
married,41.0,very happy,"$25,000 or more",excellent
married,50.0,pretty happy,"$20,000 to $24,999",good
married,37.0,pretty happy,"$15,000 to $19,999",fair
married,68.0,pretty happy,"$4,000 to $4,999",fair
married,48.0,pretty happy,"$25,000 or more",good
widowed,67.0,pretty happy,"$3,000 to $3,999",poor
married,64.0,very happy,"$10,000 to $14,999",fair
married,33.0,pretty happy,"$20,000 to $24,999",good
widowed,77.0,pretty happy,"$1,000 to $2,999",fair
never married,25.0,very happy,"$3,000 to $3,999",fair
never married,42.0,pretty happy,"$10,000 to $14,999",fair
never married,22.0,pretty happy,"$20,000 to $24,999",excellent
married,68.0,pretty happy,"$7,000 to $7,999",fair
widowed,65.0,very happy,"$10,000 to $14,999",fair
married,66.0,not too happy,"$15,000 to $19,999",fair
divorced,46.0,not too happy,"$1,000 to $2,999",poor
divorced,37.0,pretty happy,"$15,000 to $19,999",good
married,24.0,not too happy,"$7,000 to $7,999",fair
married,62.0,pretty happy,,fair
widowed,72.0,pretty happy,"$25,000 or more",good
married,25.0,very happy,"$6,000 to $6,999",good
married,30.0,not too happy,"$10,000 to $14,999",fair
married,21.0,very happy,"$15,000 to $19,999",fair
never married,30.0,pretty happy,"$15,000 to $19,999",good
never married,65.0,pretty happy,"$5,000 to $5,999",good
divorced,74.0,not too happy,"$5,000 to $5,999",good
never married,22.0,pretty happy,"$25,000 or more",excellent
never married,22.0,very happy,"under $1,000",excellent
married,24.0,pretty happy,"$5,000 to $5,999",good
never married,23.0,pretty happy,"$1,000 to $2,999",fair
married,29.0,very happy,"$15,000 to $19,999",excellent
never married,21.0,pretty happy,"$3,000 to $3,999",good
married,59.0,very happy,,fair
never married,53.0,pretty happy,"$5,000 to $5,999",excellent
divorced,38.0,very happy,"under $1,000",fair
never married,33.0,very happy,"$8,000 to $9,999",excellent
never married,27.0,pretty happy,"$25,000 or more",excellent
never married,22.0,pretty happy,"under $1,000",good
never married,23.0,very happy,"$6,000 to $6,999",good
never married,21.0,pretty happy,"$3,000 to $3,999",excellent
married,65.0,very happy,"$8,000 to $9,999",poor
widowed,81.0,very happy,"$8,000 to $9,999",fair
married,26.0,pretty happy,"$8,000 to $9,999",good
married,54.0,very happy,"$25,000 or more",good
married,67.0,very happy,"$10,000 to $14,999",good
married,28.0,pretty happy,"$15,000 to $19,999",excellent
married,55.0,very happy,"$15,000 to $19,999",good
divorced,31.0,pretty happy,"$15,000 to $19,999",good
married,40.0,very happy,"$1,000 to $2,999",fair
divorced,63.0,pretty happy,"$10,000 to $14,999",good
married,33.0,very happy,"$25,000 or more",excellent
widowed,71.0,very happy,"$20,000 to $24,999",good
married,60.0,pretty happy,"$15,000 to $19,999",fair
married,40.0,pretty happy,"$5,000 to $5,999",good
married,38.0,very happy,"$15,000 to $19,999",good
widowed,74.0,very happy,"$1,000 to $2,999",poor
married,39.0,pretty happy,"$3,000 to $3,999",fair
never married,20.0,very happy,"$25,000 or more",good
married,59.0,pretty happy,"$25,000 or more",good
married,46.0,very happy,"$15,000 to $19,999",good
divorced,62.0,pretty happy,"$3,000 to $3,999",good
divorced,56.0,pretty happy,"$1,000 to $2,999",poor
never married,26.0,pretty happy,"$10,000 to $14,999",good
married,24.0,very happy,"$15,000 to $19,999",excellent
married,40.0,pretty happy,"$20,000 to $24,999",good
